dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;dcat.relation;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.parent_domain;default.update_frequency;custom.cycle;custom.periodicity;custom.test-meta;datasetid
;2013-12-07;;;;;;;;Par équipement;;;;;;;;Référentiel des équipements d'accessibilité dans les gares et les trains;"<p style=""text-align: justify;"">
	     Liste et définition des équipements présents dans les gares et dans les trains SNCF pour améliorer l’accessibilité des voyageurs.</p><p style=""text-align: justify;"">
	    Ces équipements sont pour la plupart issus du travail de concertation de la <a href=""http://www.accessibilite.sncf.com/"" target=""_blank"">Délégation à l'accessibilité et aux voyageurs handicapés</a> avec les associations de personnes handicapées.</p><hr id=""horizontalrule""/>";Informations Institutionnelles;Equipement,Accessibilité,Gare de voyageurs,Train,accessibilité aux voyageurs handicapés;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2018-01-18T09:32:27+00:00;False;True;2018-01-18T09:32:27+00:00;2021-04-08T09:15:37.032000+00:00;world_fr;True;France;;;SNCF;;30;;;;;;;False;;;;;;equipements-accessibilite-sncf
2016-02-22;2016-03-03;;;;;Sur évènement;;Depuis 1999;;;;;;;;;Réglementations relatives aux conditions de travail;"<div>Réglementations relatives aux conditions de travail applicables au Groupe public ferroviaire (décret de 1999 et RH 077) et aux entreprises de transport de marchandises (décret de 2010).</div><div>L'avant projet de décret socle relatif au régime de la durée du travail du personnel des entreprises ferroviaires a été adressé par le secrétaire d'Etat en charge des Transports, de la Mer et de la Pêche le 12 février 2016.</div><div>L'Etat ouvre une phase de concertation susceptible de faire évoluer le texte, qui sera soumis au conseil d'état pour publication probablement mi avril 2016.</div>
<div>Il sera complété d'une convention collective de Branche commune à l'ensemble des entreprises de la branche et des accords propres à chaque entreprise pour adapter les règles générales à l'organisation du travail de chacune.</div>";Social et ressources humaines;Conditions de travail,Ressources humaines,Salariés,Social,Direction Cohésion;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2017-04-13T14:23:56+00:00;False;True;2017-04-13T14:23:56+00:00;2021-03-30T13:28:22.054000+00:00;world_fr;True;France;;;SNCF;;3;;;;;;;False;;;;Irrégulière;;reglementation-travail
;;;;;;;;;;;;;;;;;Lettres de suite des audits de sécurité des établissements ferroviaires;"<p style=""font-family: Avenir, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Lettres de suite des audits d'établissements ferroviaires impliquant la Sécurité de l'Exploitation Ferroviaire.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Tous les deux ans, 186 établissements ferroviaires SNCF font l’objet d’un Audit National de Sécurité (ANS). Conformément à la procédure en vigueur, l'audit évalue le niveau de sécurité des domaines opérationnels des établissements ainsi que la qualité du management. Les notations techniques sont adressées au directeur de l’établissement SNCF concerné avec une lettre de suite, c’est-à-dire un résumé des points saillants de l’audit.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Les types d'établissement suivant sont audités :</p><ul style=""color: rgb(51, 51, 51); font-family: Avenir, Helvetica, Arial, sans-serif;""><li>INFRALOG</li><li>INFRAPOLE</li><li>TECHNICENTRE INDUSTRIEL</li><li>TECHNICENTRE de MAINTENANCE</li><li>ETABLISSEMENT INFRA CIRCULATION</li><li>ETABLISSEMENTS VOYAGEURS</li></ul><p><br>Ce jeu de données remplace l'ancien jeu des lettres de suite des audits disponible à cette adresse : <a href=""https://ressources.data.sncf.com/explore/dataset/lettres-audits-etablissements-ferroviaires/table/"" target=""_blank"">https://ressources.data.sncf.com/explore/dataset/lettres-audits-etablissements-ferroviaires/table/</a><br><br>Il sera unique à partir du 31 octobre 2024, ce remplacement de dateset est dû à l'utilisation d'une nouvelle plateforme de stockage des documents.<br><br></p>";Sécurité ferroviaire;Audits,Etablissements ferroviaires,Sécurité,Sécurité & Qualité de Service Ferroviaire;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2024-09-11T07:49:06+00:00;False;False;2025-09-09T22:00:01+00:00;2025-09-16T22:00:01.548000+00:00;world_fr;True;France;;;SNCF;;839;;;;;;;False;;WEEKLY_2;;Irrégulière;;lettres-de-suite-des-audits-de-securite-des-etablissements-ferroviaires
;2014-07-10;;;;;Annuelle;;Depuis 2010;;;;;;;;;Répartition par âge de l'effectif;"<p>Répartition par âge de l’effectif au 31 décembre depuis 2010.</p><p>Pour les agents de conduite, l’utilisation de tranche d’âge différentes des autres collèges (de 45 à 49 ans et 50 ans et plus) a pour objectif d’intégrer les spécificités du régime spécial de retraite des cheminots</p><ul>
<li>""Agents au statut"" : également désigné par ""cadre permanent"" à l’intérieur de SNCF, cette notion désigne une position statutaire, quelque soit le collège de l’agent, conforme aux dispositions de la directive interne RH 001 (""Statut des relations collectives entre la SNCF et son personnel"").</li><li>""Agents contractuels"" : désigne un agent qui n’est pas au statut, mais et qui est lié à SNCF par un contrat de travail de droit commun.</li></ul><ul>
<li>""Collège"" : classification selon les collèges de représentation du personnel, à savoir ""exécution"", ""maîtrise"" et ""cadre"".</li><li>Le personnel roulant comprend les agents de conduite (""exécution roulants conduite"") et les chefs de bord (""exécution roulants trains"").</li></ul><p>Ces données sont issues du Bilan social publié chaque année par la Direction cohésion &amp; ressources humaines de SNCF. Le bilan social présente les données relatives à l’ensemble du personnel de l’entreprise à l’exception des médecins qui interviennent dans le cadre de la médecine du travail et de la médecine de soins des agents en activité, des stagiaires, des concierges et du personnel contractuel sous contrait aidé.</p><p>

</p><p><b>A partir de 2019, le type d’effectif prise en compte par
le Bilan Social a été modifié : les effectifs présentés sont les effectifs
totaux ( et non plus les effectifs « réels).</b></p><p>

<b></b><i></i><u></u><sub></sub><sup></sup><strike></strike><br/></p>";Social et ressources humaines;Social,Ressources humaines,Direction Cohésion;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2024-11-05T16:37:23+00:00;False;True;2024-11-05T16:37:23+00:00;2024-11-05T16:37:24.009000+00:00;world_fr;True;France;;;SNCF;;904;;;;;;;False;;;;Annuelle;;repartition-age-effectif
;;;;;;;;;;;;;;;;;Rapports SNCF;<p>Consultez les rapports des activités SNCF.</p>;Informations institutionnelles et financières;rapports,Activité,rapports annuels,chiffres,finance,Institutionnel,groupe,Groupe SNCF;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2024-12-03T09:22:48+00:00;False;True;2024-12-03T09:22:48+00:00;2024-12-03T09:22:48.915000+00:00;world_fr;True;France;;;SNCF;;39;;;;;;;False;;;;Irrégulière;;rapports-sncf
2020-03-02;2020-03-02;SNCF - Pôle transparence et Open Data;;;;Mensuelle;;;;;;;;;;;Statistiques d'utilisation data.sncf.com;"<p style=""margin: 0cm 0cm 12pt; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style=""font-size: 10.5pt; font-family: Arial, sans-serif;"">Ce jeu de données présente les indicateurs de fréquentation du
site data.sncf.com, et d'utilisation des jeux de données.<o:p></o:p></span></p><p style=""margin: 0cm 0cm 12pt; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style=""font-size: 10.5pt; font-family: Arial, sans-serif;"">Ces données proviennent du Back office d'OpenDataSoft, de Google
Analytics pour la période allant de février 2020 à mars 2021 et de PIWIK
Analytics depuis juillet 2021.<o:p></o:p></span></p><p>



</p><p style=""margin: 0cm; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style=""font-size: 10.5pt; font-family: Arial, sans-serif;"">Mise à jour mensuelle.</span></p>";Marque et communication externe;Statistiques,Indicateurs Open Data;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2025-06-24T11:40:10+00:00;False;True;2025-06-24T11:40:10+00:00;2025-06-24T11:40:10.310000+00:00;world_fr;True;France;;;SNCF;;67;;;;;;;False;;;;Mensuelle;;statistiques-dutilisation-datasncfcom
;;;;;;;;;;;;;;;;;Dettes exploitation CCO du groupe SNCF Réseau depuis 2015;<p>Dettes exploitation depuis 2015 issues du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales)</p>;Réseau;SNCF RESEAU,Comptes Consolidés,Dette,Exploitation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T10:03:17+00:00;True;True;2021-06-29T09:33:41+00:00;2025-09-19T01:12:51.550000+00:00;world_fr;True;France;;;SNCF Réseau;;9;;;;;;;True;datasncf;;;Annuelle;;dettes-exploitation-2017-cco
;;Direction cohésion & ressources humaines;;;;Annuelle;;Depuis 2010;;;;;;;;;Agents SNCF ayant leur repos le dimanche;"<p>Nombre d'agents SNCF ayant leur repos le dimanche.</p><ul><li>""Collège"" : classification selon les collèges de représentation du personnel, à savoir ""exécution"", ""maîtrise"" et ""cadre"".</li><li>""Alinéa A"" : personnels de directions centrales et régionales, à l'exception des personnels affectés dans des entités opérationnelles (postes de commandement et surveillance générale par exemple) qui relèvent des alinéas B et C.</li><li>""Alinéa B"" : personnels des établissements et des entités opérationnelles visés à l’alinéa A mais qui ne sont pas soumis aux contraintes particulières qui justifient le mode de répartition visé à l’alinéa C.</li><li>""Alinéa C"" : personnels et emplois des établissements et des entités opérationnelles visées à l’alinéa A qui sont soumis à des cycles de roulement.</li></ul><p>Ces données sont issues du Bilan social publié chaque année par la Direction cohésion &amp; ressources humaines de SNCF. Le bilan social présente les données relatives à l’ensemble du personnel de l’entreprise à l’exception des médecins qui interviennent dans le cadre de la médecine du travail et de la médecine de soins des agents en activité, des stagiaires, des concierges et du personnel contractuel sous contrait aidé.</p><p>

</p><p><b>A partir de 2019, le type d’effectif prise en compte par
le Bilan Social a été modifié : les effectifs présentés sont les effectifs
totaux ( et non plus les effectifs « réels).</b></p><p>

<b></b><i></i><u></u><sub></sub><sup></sup><strike></strike><br/></p><p><b></b><i></i><u></u><sub></sub><sup></sup><strike></strike><br/></p>";Social et ressources humaines;Social,Ressources humaines,Conditions de travail,Direction Cohésion;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2024-10-14T12:20:28+00:00;False;True;2024-10-14T12:20:28+00:00;2024-10-14T12:20:28.576000+00:00;world_fr;True;France;;;SNCF;;84;;;;;;;False;;;;Annuelle;;agents-repos-dimanche
;;;;;;;;;;;;;;;;;Engagements hors bilan reçus CCO du groupe SNCF Réseau depuis 2015;<p>EHB reçus depuis 2015 issus du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales)</p>;Réseau;SNCF RESEAU,Comptes Consolidés,EHB,EHB reçus;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T09:54:59+00:00;True;True;2021-07-01T13:37:31+00:00;2025-09-19T01:14:04.725000+00:00;world_fr;True;France;;;SNCF Réseau;;330;;;;;;;True;datasncf;;;Annuelle;;engagements-hors-bilan-recus-2017-cco
;;;;;;;;;;;;;;;;;Horaires des lignes TER;"

<p class=""MsoNormal"" style=""mso-margin-top-alt:auto;margin-bottom:12.0pt;
line-height:normal""><b><i><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;
mso-fareast-font-family:""Times New Roman"";color:#333333;mso-font-kerning:0pt;
mso-ligatures:none;mso-fareast-language:FR'>***********</span></i></b></p>

<p class=""MsoNormal"" style=""mso-margin-top-alt:auto;margin-bottom:12.0pt;
line-height:normal""><b><i><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;
mso-fareast-font-family:""Times New Roman"";color:#333333;mso-font-kerning:0pt;
mso-ligatures:none;mso-fareast-language:FR'>! NB : vos jeux de données horaires
évoluent</span></i></b></p>

<p class=""MsoNormal"" style=""mso-margin-top-alt:auto;margin-bottom:12.0pt;
line-height:normal""><i><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;
mso-fareast-font-family:""Times New Roman"";color:#333333;mso-font-kerning:0pt;
mso-ligatures:none;mso-fareast-language:FR'>Afin de rationaliser notre offre en
opendata, de mieux suivre les évolutions (notamment avec la mise en
concurrence) et les attentes des utilisateurs, nous allons fusionner l’ensemble
des jeux de données horaires TER, TGV et IC, dans un seul jeu de données global.</span></i></p><p class=""MsoNormal"" style=""mso-margin-top-alt:auto;margin-bottom:12.0pt;
line-height:normal""><i><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;
mso-fareast-font-family:""Times New Roman"";color:#333333;mso-font-kerning:0pt;
mso-ligatures:none;mso-fareast-language:FR'>Merci de basculer sur ce jeu global ""horaires SNCF"", les jeux sectoriels sont décommissionnés courant été 2025.<br></span></i></p><p class=""MsoNormal"" style=""mso-margin-top-alt:auto;margin-bottom:12.0pt;
line-height:normal""><b><i><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;
mso-fareast-font-family:""Times New Roman"";color:#333333;mso-font-kerning:0pt;
mso-ligatures:none;mso-fareast-language:FR'>***********</span></i></b></p><p class=""MsoNormal"" style=""mso-margin-top-alt:auto;margin-bottom:12.0pt;
line-height:normal""><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;
mso-fareast-font-family:""Times New Roman"";color:#333333;mso-font-kerning:0pt;
mso-ligatures:none;mso-fareast-language:FR'>En cas de question, vous pouvez
contacter l'équipe Open data SNCF Voyageurs à l'adresse suivante : </span><a href=""mailto:Data_Office_Secretariat_General_SA_Voyageurs@sncf.fr""><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;mso-fareast-font-family:
""Times New Roman"";mso-font-kerning:0pt;mso-ligatures:none;mso-fareast-language:
FR'>Data_Office_Secretariat_General_SA_Voyageurs@sncf.fr</span></a><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;mso-fareast-font-family:
""Times New Roman"";color:#333333;mso-font-kerning:0pt;mso-ligatures:none;
mso-fareast-language:FR'></span></p>

";Horaires et itinéraires;Horaires,Train,Gare de voyageurs,GTFS,TER,NeTEx,GTFS-RT,Temps réel,SIRI LITE;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2025-09-19T03:00:02+00:00;False;True;2025-09-03T09:01:35+00:00;2025-09-19T04:30:07.392000+00:00;world_fr;False;France;;;SNCF Voyageurs;;0;;;;;;;True;datasncf;;;Quotidienne;;sncf-ter-gtfs
;;;;;;;;;;;;;;;;;Régularité mensuelle TGV globale;"<p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;""><span style=""font-weight: bolder;"">Découvrez la régularité mensuelle globale TGV.</span></p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">La régularité TGV tient compte des différentes durées de trajet des clients (aussi appelée composite).</p><ul style=""color: rgb(51, 51, 51); font-family: Avenir, Helvetica, Arial, sans-serif; font-size: 14px;""><li>Un train est considéré à l'heure si son retard au terminus est inférieur à <span style=""font-weight: bolder;"">5min</span> pour un parcours inférieur à <span style=""font-weight: bolder;"">1h30</span></li></ul><ul style=""color: rgb(51, 51, 51); font-family: Avenir, Helvetica, Arial, sans-serif; font-size: 14px;""><li>Un train est considéré à l'heure si son retard au terminus est inférieur à <span style=""font-weight: bolder;"">10min</span> pour un parcours entre <span style=""font-weight: bolder;"">1h30 et 3h</span></li></ul><ul style=""color: rgb(51, 51, 51); font-family: Avenir, Helvetica, Arial, sans-serif; font-size: 14px;""><li>Un train est considéré à l'heure si son retard au terminus est inférieur à <span style=""font-weight: bolder;"">15min</span> pour un parcours au-delà de <span style=""font-weight: bolder;"">3h</span></li></ul><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">Les horaires d'arrivée sont également déterminés par des capteurs détectant le passage du train à un point déterminé marquant l'entrée en gare et exceptionnellement par des suivis manuel. La précision des mesures est la minute arrondie à minute inférieure, ce qui est conforme à l'ensemble des normes retenues pour la confection des horaires et chronogrammes de service.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">Le résultat de régularité global n’est ni la moyenne des résultats des 6 axes, ni la moyenne des résultats de l’ensemble des liaisons. En effet, le taux de régularité est le nombre de trains à l’heure à leur terminus sur le nombre de trains total ayant circulé sur le périmètre considéré.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">La ponctualité origine est le taux de trains partis avec moins de 1 minute de retard de leur gare origine.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;""><span style=""font-weight: bolder;"">Pour consulter la régularité mensuelle TGV par axe <a href=""https://voyageurs-datasncf.opendatasoft.com/explore/dataset/regularite-mensuelle-tgv-par-axe/table/"" style=""text-decoration: none; color: rgb(0, 136, 206);"" target=""_blank"">cliquez ici</a>.</span></p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 0px; color: rgb(51, 51, 51); font-size: 14px;""><span style=""font-weight: bolder;"">Pour consulter la régularité mensuelle TGV par liaison <a href=""https://voyageurs-datasncf.opendatasoft.com/explore/dataset/regularite-mensuelle-tgv-par-liaisons/table/"" style=""text-decoration: none; color: rgb(0, 136, 206);"" target=""_blank"">cliquez ici</a>.</span></p>";Qualité de service;TGV,Horaires,Régularité,Retards;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2025-07-04T10:26:29+00:00;False;True;2025-07-04T10:26:29+00:00;2025-09-19T04:30:09.451000+00:00;world_fr;True;France;;;SNCF Voyageurs;;123;;;;;;;True;datasncf;;;Semestrielle;;reglarite-mensuelle-tgv-nationale
;;;;;;;;;;;;;;;;;Régularité mensuelle TER;"<p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">Régularité mensuelle TER depuis janvier 2013.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">Sur TER, la régularité est calculée lors de l’arrivée du train à la dernière gare de son parcours (terminus). Ce mode de calcul, qui n’intègre pas les gares intermédiaires, propose le retard cumulé sur l’ensemble d’un trajet.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">L’indicateur utilisé est celui de la « régularité à cinq minutes » : un train est considéré en retard s’il arrive cinq minutes après son heure prévue. Les données proposées ne sont pas détaillées par ligne TER mais agrégées pour tous les TER d’une Région.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 0px; color: rgb(51, 51, 51); font-size: 14px;"">En accord avec les Régions qui sont les autorités organisatrices des transports pour TER, un train supprimé avant 16h la veille de sa circulation ne sera pas comptabilisé. En revanche, si l’annonce de sa suppression n’a pu être faite la veille avant 16h, le train sera bien comptabilisé comme un train supprimé, que cette suppression soit totale ou partielle (le train a effectué qu’une partie de son parcours).</p>";Qualité de service;Régularité,TER,Train;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2025-09-09T07:56:07+00:00;False;True;2025-09-09T07:56:07+00:00;2025-09-19T04:30:11.933000+00:00;world_fr;True;France;;;SNCF Voyageurs;;2212;;;;;;;True;datasncf;;;Mensuelle;;regularite-mensuelle-ter
;;;;;;;;;;;;;;;;;Émissions de CO2e - périmètre complet;"<p>Émissions de CO2e* (kgCO2e/voyageur) sur les principales liaisons TGV, Intercités, TER et internationales (périmètre complet).
</p><p>
Le périmètre complet du calcul des émissions de CO2e se définit comme la comptabilisation des émissions du périmètre de l'usage, c'est-à-dire les émissions produites lors de l'utilisation du véhicule (consommation de carburant ou d'électricité), auxquelles on ajoute les émissions produites par la fabrication et la maintenance du véhicule.
</p><p>
Estimation calculée de la manière suivante : distance du trajet x émission de CO2 par kilomètre d’un voyageur. 
</p><p>
Toutes les données et les méthodologies de calcul sont détaillées dans le document d'information sur la quantité de gaz à effet de serre émise à l'occasion d'une prestation de transport, disponible ici : <a href=""https://ressources.data.sncf.com/explore/dataset/info-ges/information/"">https://ressources.data.sncf.com/explore/dataset/info-ges/information/</a>.</p><p>Les sources des données de distance sont les suivantes :</p><ul><li>Pour le train : données issues de source SNCF ;</li><li>Pour l'autocar longue distance : données issues des résultats de plusieurs compagnies de bus (Flixbus, Blablabus et compagnies locales) ;</li><li>Pour la voiture : données issues des résultats Mappy.

Lorsqu'un même trajet est assuré par plusieurs transporteurs (TGV, TER, Intercités), il faut considérer que c'est l'empreinte carbone TGV qui est affichée ;</li><li>Pour l'avion : données issues de Google Maps, à partir des distances à vol d'oiseau.</li></ul><p>Pour l'avion, les traînées de condensation et de cirrus ne sont pas prises en compte.</p><p>Les noms de gares et les distances entre les gares sont données à titre indicatif, et peuvent varier selon la date de voyage prévue et l’itinéraire choisi.
</p><p>
<i>*CO2e : équivalent CO2</i></p>";Développement durable;Développement durable,CO2,Environnement,Pollution,TGV,Intercités,TER;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2024-09-30T17:58:12+00:00;False;True;2024-09-30T17:58:12+00:00;2025-09-19T04:30:15.233000+00:00;world_fr;True;France;;;SNCF Voyageurs;https://ressources.data.sncf.com/explore/dataset/info-ges/information/;119;;;;;;;True;datasncf;;;;;emission-co2-perimetre-complet
;;;;;;;;;;;;;;;;;Tarifs TER Sud Provence-Alpes-Côte d'Azur;"<p>Tarification des trains TER Sud Provence-Alpes-Côte d'Azur en vigueur au 01/03/2025.</p><p>Le prix du billet est indiqué pour chaque trajet (origine-destination) et pour chaque tarif régional en 2<span -0.5em;""="""" 0;="""" 10.5px;="""" background-color:="""" baseline;="""" font-size:="""" initial;="""" line-height:="""" position:="""" relative;="""" top:="""" vertical-align:="""">nde</span> classe.</p><p>Les tarifs régionaux sont regroupés en deux catégories :</p><ul><li>Tarif normal</li><li>Abonnement tout public </li></ul><p 1em;""="""" margin-bottom:="""">Le détail de la tarification TER est consultable dans le fichier PDF en pièce jointe.</p><p 1em;""="""" margin-bottom:="""">Pour plus d'informations, rendez-vous sur le site TER de la région : <a href=""https://www.ter.sncf.com/paca"" style=""font-size: 14px; background-color: rgb(255, 255, 255); text-decoration: none; color: rgb(0, 136, 206);font-weight: 400;""> https://www.ter.sncf.com/paca</a></p>";Tarifs voyageurs;TER,tarif,tarif TER,abonnement,abonnement TER;;;fr;fr;;2025-03-21T07:03:30+00:00;False;True;2025-03-21T07:03:30+00:00;2025-09-19T04:30:16.680000+00:00;;False;;;;SNCF Voyageurs;;2909;;;;;;;True;datasncf;ANNUAL;;Annuelle;;tarifs-ter-paca
;;;;;;;;;;;;;;;;;Tarifs TER Centre-Val de Loire;"<p>Tarification des trains TER Centre-Val de Loire en vigueur à partir du 01/01/2025.</p><p>Le prix du billet est indiqué pour chaque trajet (origine-destination) et pour chaque tarif régional en 2<span style=""font-family: inherit; background-color: initial; font-size: 10.5px; line-height: 0; position: relative; vertical-align: baseline; top: -0.5em;"">nde</span>classe.</p><p>Les tarifs régionaux sont regroupés en trois catégories :</p><ul><li>Tarif normal</li><li>Abonnement jeune </li><li>Abonnement tout public </li></ul><p 1em;""="""" margin-bottom:="""">Le détail de la tarification TER est consultable dans le fichier PDF en pièce jointe.</p><p 1em;""="""" margin-bottom:="""">Pour plus d'informations, rendez-vous sur le site TER de la région : <a href=""https://www.ter.sncf.com/centre-val-de-loire"" style=""font-family: sans-serif; font-size: 14px; background-color: rgb(255, 255, 255); color: rgb(0, 136, 206); text-decoration: none; outline: 0px; font-weight: 400;"">https://www.ter.sncf.com/centre-val-de-loire</a></p>";Tarifs voyageurs;TER,tarif,tarif TER,abonnement,abonnement TER;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2025-01-03T09:58:33+00:00;False;True;2025-01-03T09:58:33+00:00;2025-09-19T04:30:20.269000+00:00;;False;;;;SNCF Voyageurs;;1443;;;;;;;True;datasncf;ANNUAL;;Annuelle;;tarifs-ter-cvdl
;;;;;;;;;;;;;;;;;Tarifs TER Grand Est;"<p>Tarification des trains TER Grand Est en vigueur au 01/03/2025.</p><p>Le prix du billet est indiqué pour chaque trajet (origine-destination) et pour chaque tarif régional en 2<span -0.5em;""="""" 0;="""" 10.5px;="""" background-color:="""" baseline;="""" font-size:="""" initial;="""" line-height:="""" position:="""" relative;="""" top:="""" vertical-align:="""">nde </span>classe.</p><p>Les tarifs régionaux sont regroupés en trois catégories :</p><ul><li>Tarif normal</li><li>Abonnement jeune </li><li>Abonnement tout public </li></ul><p 1em;""="""" margin-bottom:="""">Le détail de la tarification TER est consultable dans le fichier PDF en pièce jointe.</p><p 1em;""="""" margin-bottom:="""">Pour plus d'informations, rendez-vous sur le site TER de la région : <a href=""https://www.ter.sncf.com/grand-est"" style=""font-size: 14px; background-color: rgb(255, 255, 255); text-decoration: none; color: rgb(0, 136, 206);font-weight: 400;""> https://www.ter.sncf.com/grand-est</a></p>";Tarifs voyageurs;TER,tarif,tarif TER,abonnement,abonnement TER;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2025-02-28T18:30:50+00:00;False;True;2025-02-28T18:30:50+00:00;2025-09-19T04:30:18.546000+00:00;;False;;;;SNCF Voyageurs;;6664;;;;;;;True;datasncf;ANNUAL;;Annuelle;;tarifs-ter-ge
;2014-12-04;;;;;;;;;;;;;;;;Courriers institutionnels;"<p>Dans le cadre de sa démarche de transparence visant à rendre public le plus grand nombre de ses documents d’entreprise, SNCF publie les échanges de courriers institutionnels entre son équipe dirigeante et les représentants élus de l’État et des collectivités locales. </p><p>Pour des raisons légales, l’entreprise ne peut pas publier :</p><ul>
<li>les courriers contenant des informations personnelles</li><li>les courriers mettant en cause un tiers</li><li>les courriers contenant des informations sensibles pour la sécurité ou la sûreté</li><li>les courriers pouvant compromettre des marchés en concurrence</li></ul><p>Enfin, pour respecter le droit au secret de la correspondance de nos partenaires institutionnels, nous leur accordons un droit d’opposition à la publication de leurs courriers.</p>";Informations institutionnelles et financières;Courriers,Institutionnel,Transparence,Présidence;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2025-06-05T04:00:05+00:00;False;True;2025-06-05T04:00:05+00:00;2025-09-19T04:00:03.655000+00:00;world_fr;True;France;;;SNCF;;849;;;;;;;False;;;;Trimestrielle;;courriers-institutionnels
